ASCII Name;Coordinates
Neupotz;49.11778,8.31944
Neukirchen;50.80188,12.38416
Neukirchen;50.77955,12.86755
Neu Kaliss;53.17466,11.29446
Neuenrade;51.28278,7.7825
Neckarzimmern;49.31917,9.13278
Neckarwestheim;49.04694,9.19
Narsdorf;51.01667,12.71667
Nachrodt-Wiblingwerde;51.31667,7.61667
Mutlangen;48.82588,9.79714
Murr;48.96207,9.25924
Muenster-Sarmsheim;49.94341,7.89426
Munster;52.98569,10.08756
Mulfingen;49.34028,9.80083
Molfsee;54.26667,10.06667
Moedingen;48.64327,10.43173
Mockrehna;51.50757,12.81418
Michendorf;52.31352,13.02996
Metzingen;48.53695,9.2833
Mettmann;51.2504,6.97536
Metelen;52.14434,7.2127
Mengerskirchen;50.56392,8.15555
Melsbach;50.48333,7.48333
Markt Erlbach;49.49367,10.65265
Mantel;49.65412,12.04074
Mahring;49.91095,12.52448
Lutter am Barenberge;51.98943,10.2693
Luckenwalde;52.09029,13.16772
Lubnjow;51.86217,13.95168
Lindwedel;52.60784,9.68737
Linden;49.35,7.65
Lindau;47.54612,9.68431
Leun;50.55129,8.35836
Lemwerder;53.16667,8.61667
Leipzig;51.33962,12.37129
Lauter;49.97317,10.78842
Langweid;48.49095,10.8531
Langenhahn;50.58333,7.91667
Seiffen;50.65,13.45
Krumbach;48.24182,10.3632
Kreischa;50.94534,13.75514
Krefeld;51.33645,6.55381
Kranenburg;51.78333,6.01667
Kopenick Bezirk;52.4455,13.57455
Kohlberg;48.55845,9.33576
Kochel;47.65926,11.36827
Kleinaitingen;48.2185,10.86923
Kirchroth;48.95,12.55
Kaulsdorf;52.51732,13.58871
Kastellaun;50.06922,7.44154
Kallstadt;49.49083,8.17611
Juchen;51.1,6.5
Johannisthal;52.44653,13.5066
Jessen;51.79337,12.95762
Jersbek;53.73333,10.21667
Jandelsbrunn;48.73333,13.7
Jagstzell;49.03055,10.09751
Itzstedt;53.808,10.15797
Irsee;47.90815,10.57177
Irschenberg;47.83333,11.91667
Ipsheim;49.5275,10.48176
Illerrieden;48.27017,10.05155
Ihlienworth;53.73333,8.91667
Huttisheim;48.27965,9.94246
Holtland;53.28333,7.58333
Hollenbach;48.48333,11.06667
Hohenwarth;49.2,12.93333
Hohentengen;47.57005,8.4325
Hohenbocka;51.43099,14.00982
Hohburg;51.41168,12.80508
Hof;50.31297,11.91261
Hockenheim;49.32334,8.55194
Hoeckendorf;51.22423,13.90935
Hirzenhain;50.4,9.13333
Hiltpoltstein;49.66075,11.32272
Herzberg;51.68692,13.22016
Heringsdorf;54.301,11.00658
Heppenheim an der Bergstrasse;49.64145,8.63206
Helsa;51.25981,9.68872
Helmstedt;52.2279,11.00985
Haunsheim;48.59977,10.37401
Harsleben;51.86667,11.1
Hannover;52.37052,9.73322
Hammoor;53.71378,10.322
Hambrucken;49.19,8.54056
Haar;48.10881,11.72653
Guetersloh;51.90693,8.37853
Gulzow;53.45,10.5
Grube;54.23333,11.03333
Grossmaischeid;50.5,7.63333
Greppin;51.64682,12.30066
Gremersdorf;54.33333,10.93333
Graefenhain;50.81667,10.7
Gotha;50.94823,10.70193
Gosheim;48.1343,8.75426
Gollheim;49.595,8.05083
Gnoien;53.9687,12.71099
Gittelde;51.7984,10.1878
Gilten;52.7,9.58333
Gielow;53.69756,12.74521
Gernrode;51.72575,11.13876
Germering;48.13392,11.3765
Geiselbach;50.12329,9.19664
Gebhardshain;50.75,7.81667
Gau-Bickelheim;49.83528,8.02056
Fulda;50.55162,9.67518
Friemar;50.97702,10.78851
Friedrichstadt;54.37566,9.08672
Friedenweiler;47.91778,8.25627
Fahrenzhausen;48.35317,11.55521
Essenheim;49.93056,8.15556
Eschwege;51.18386,10.05329
Eschlkam;49.29883,12.91573
Erlenbach;49.97857,9.64459
Erkelenz;51.07947,6.31531
Elmstein;49.36667,7.93333
Elmenhorst;54.15583,12.01084
Elfershausen;50.14743,9.96151
Eisenberg;49.55859,8.07199
Einfeld;54.12369,9.99192
Eilenburg;51.45984,12.63338
Eickendorf;51.94765,11.67538
Eichigt;50.35,12.16667
Egenhausen;48.56667,8.61667
Echzell;50.38888,8.88605
Duesseldorf;51.22172,6.77616
Duerrhennersdorf;51.04863,14.60383
Dorum;53.6879,8.56734
Dornum;53.64648,7.42957
Dobbertin;53.62306,12.07466
Dinslaken;51.56227,6.7434
Dettighofen;47.62333,8.48512
Deizisau;48.7122,9.3861
Dassel;51.80179,9.68904
Dahlenburg;53.18767,10.7365
Crivitz;53.57316,11.65194
Colbitz;52.31708,11.60534
Burg Stargard;53.49582,13.31122
Burgsinn;50.14968,9.65119
Burgdorf;52.44628,10.0064
Burbach;50.75105,8.07939
Bueckeburg;52.26065,9.04939
Buchenberg;47.69593,10.23927
Bubenreuth;49.62745,11.01723
Bretzenheim;49.87796,7.89653
Breitenbach;50.95655,9.78285
Brahmenau;50.92359,12.15886
Borkwalde;52.25,12.83333
Bohmenkirch;48.68333,9.93333
Bischofsheim in der Rhoen;50.40239,10.00751
Binsfeld;49.96667,6.71667
Biendorf;54.0752,11.70127
Bernsdorf;50.76667,12.66667
Bernburg;51.79464,11.7401
Berkenbruck;52.35,14.15
Beratzhausen;49.09517,11.8097
Bellheim;49.19833,8.27944
Bayreuth;49.94782,11.57893
Bayenthal;50.91218,6.96799
Baunach;49.98592,10.85179
Baudenbach;49.62512,10.53598
Bark;53.91146,10.17949
Baerenstein;50.80125,13.79771
Balve;51.3315,7.86424
Atting;48.89412,12.48776
Alzey;49.74657,8.11513
Altensteig;48.58649,8.60395
Ammerthal;49.44123,11.76181
Allensbach;47.71536,9.07145
Ingwiller;48.87284,7.4798
Hussigny-Godbrange;49.49437,5.86677
Husseren-Wesserling;47.88351,6.98994
Huisseau-sur-Cosson;47.59335,1.45333
Homblieres;49.85031,3.36456
Hombleux;49.73942,2.98574
Herouvillette;49.2213,-0.24348
Haussy;50.2183,3.47683
Hardricourt;49.00779,1.89389
Ham;49.74721,3.07301
Guipavas;48.43411,-4.40197
Guines;50.86708,1.87025
Guillac;47.91096,-2.46651
Guignen;47.92092,-1.86298
Guern;48.03044,-3.09196
Guermantes;48.85303,2.70495
Guarbecque;50.61162,2.48895
Gruson;50.59583,3.20777
Grosbliederstroff;49.15808,7.02413
Grisolles;43.8292,1.29673
Grans;43.60862,5.0629
Gouvernes;48.86007,2.69074
Gorges;47.10112,-1.30267
Gonnehem;50.56061,2.57277
Gondrin;43.88499,0.23652
Gilette;43.84976,7.16346
Gergy;46.87557,4.94527
Gerardmer;48.07346,6.87787
Gennevilliers;48.93333,2.3
Garons;43.7682,4.42849
Fromelennes;50.12333,4.85952
Fresnoy-le-Grand;49.94757,3.41841
Frasne;46.85641,6.1594
Fouquieres-les-Bethune;50.51534,2.60999
Fontenilles;43.5535,1.19142
Fontaine-le-Dun;49.81182,0.85095
Foecy;47.17618,2.16257
Flixecourt;50.01465,2.08095
Fleury-sur-Andelle;49.36176,1.35599
Fille;47.89861,0.12502
Feuquieres-en-Vimeu;50.05982,1.60465
Feternes;46.35582,6.54829
Feigeres;46.11228,6.07937
Eygalieres;43.76099,4.94968
Exincourt;47.49465,6.83169
Estissac;48.2692,3.80515
Espaly-Saint-Marcel;45.0479,3.86557
Esches;49.22086,2.16595
Epinac;46.98333,4.51667
Epaignes;49.27945,0.4398
Entraigues-sur-la-Sorgue;44.0032,4.92657
Ennevelin;50.54121,3.12972
Eaunes;43.42548,1.35349
Douchy-les-Mines;50.3008,3.3927
Douchy;47.94282,3.05392
Domarin;45.58662,5.24599
Desaignes;44.99466,4.51695
Demouville;49.18001,-0.26947
Dechy;50.35,3.11667
Dannemarie;47.63034,7.11903
Damville;48.8693,1.07458
Curtin;45.64353,5.48982
Crepy-en-Valois;49.23359,2.88807
Coutiches;50.4552,3.20384
Courlon-sur-Yonne;48.33927,3.1666
Courcy;49.32361,4.00257
Courcon;46.24364,-0.81303
Courchevel;45.41538,6.63643
Corte;42.30956,9.14917
Conty;49.741,2.1512
Concarneau;47.87536,-3.91896
Compreignac;45.99213,1.27455
Colleret;50.25693,4.08083
Coligny;46.38252,5.34554
Coise;45.52822,6.14389
Cisse;46.64599,0.22833
Chezy-sur-Marne;48.98881,3.36786
Chaumes-en-Brie;48.66853,2.84015
Chaudes-Aigues;44.85455,3.00406
Chatillon-sur-Indre;46.98735,1.17218
Chatillon-en-Bazois;47.05464,3.65893
Chateau-Salins;48.81885,6.51455
Charroux;46.1444,0.40333
Chanu;48.72914,-0.67603
Chantraine;48.17157,6.43538
Champigny;48.31667,3.13333
Champcevinel;45.21582,0.72564
Chambray-les-Tours;47.33537,0.70286
Chalette-sur-Loing;48.01337,2.73587
Chaillac;46.43382,1.29889
Chabreloche;45.879,3.69664
Chabanais;45.87565,0.71978
Cessy;46.32032,6.07477
Cerdon;47.63571,2.36277
Cazilhac;43.92379,3.70145
Cavaillon;43.83125,5.03586
Caumont-l'Evente;49.09017,-0.80501
Castelsarrasin;44.04042,1.10666
Castelnau-de-Levis;43.93975,2.08491
Castellane;43.84707,6.51283
Carros;43.79246,7.18745
Carnac;47.58433,-3.07872
Cajarc;44.48546,1.84261
Bussang;47.88449,6.85272
Bullion;48.62285,1.99024
Brulon;47.9686,-0.23484
Briouze;48.69848,-0.36806
Brindas;45.72111,4.69349
Brech;47.72075,-2.99708
Brassac;43.63,2.4984
Brasles;49.0481,3.43
Branne;44.83053,-0.18663
Boyard-Ville;45.96717,-1.24289
Bourbon-Lancy;46.62214,3.76953
Boulogne-sur-Gesse;43.28825,0.64797
Boulbon;43.86232,4.69391
Bouchemaine;47.42234,-0.60888
Bosdarros;43.20996,-0.36168
Bonnes;46.60451,0.5954
Bodilis;48.52986,-4.11658
Blanzat;45.82975,3.07794
Blanquefort;44.91065,-0.63758
Bias;44.41595,0.66933
Beynat;45.12444,1.72323
Betheny;49.28498,4.05495
Bethencourt-sur-Mer;50.07756,1.50348
Berrwiller;47.84984,7.21922
Benesse-Maremne;43.63474,-1.36174
Belves;44.77635,1.00721
Bazoches-les-Gallerandes;48.1654,2.04319
Bazainville;48.80435,1.66732
Bassillac;45.19086,0.81332
Ban-de-Laveline;48.24498,7.06593
Bage-la-Ville;46.31567,4.94086
Azay-sur-Cher;47.34966,0.84562
Avesnes-sur-Helpe;50.12372,3.9257
Avesnes-le-Sec;50.251,3.37768
Auzielle;43.54203,1.56589
Auvers-Saint-Georges;48.49276,2.22045
Audenge;44.68368,-1.01344
Arras;50.29301,2.78186
Aron;48.29745,-0.55862
Armbouts-Cappel;50.97682,2.35352
Argentre-du-Plessis;48.05697,-1.14601
Argentre;48.08435,-0.64106
Ardres;50.85786,1.98168
Aramon;43.89113,4.68058
Antran;46.85489,0.54141
Angres;50.40572,2.76054
Angers;47.47156,-0.55202
Andres;50.86556,1.92094
Andilly;46.2533,-1.02736
Ambleteuse;50.80729,1.60388
Aix-en-Othe;48.22391,3.73425
Ailly-sur-Somme;49.92886,2.19615
Aigues-Mortes;43.56683,4.19068
Agny;50.25914,2.76002
Achicourt;50.27429,2.75779
Mercurey;46.84035,4.71743
Bayard-sur-Marne;48.5541,5.0768
Les Grands Carmes;43.30038,5.37275
Saint-Joseph;43.34617,5.37976
Les Crottes;43.32302,5.36809
La Delorme;43.34405,5.37251
Notre-Dame Limite;43.38165,5.36269
Wooler;55.54755,-2.01186
Wold Newton;54.1428,-0.39993
Whittington;52.8732,-3.00304
Whittingham;55.40115,-1.8934
Whickham;54.94561,-1.67635
West Drayton;51.5,-0.46667
West Clandon;51.26063,-0.50323
Wembley;51.55242,-0.29686
Welling;51.46246,0.10759
Watford;51.65531,-0.39602
Warrenpoint;54.10148,-6.25731
Tiverton;53.13333,-2.66667
Tiverton;50.90241,-3.49232
Tideswell;53.27807,-1.77292
Thurlton;52.52881,1.55617
Thornton Heath;51.39884,-0.09872
Thame;51.7484,-0.97624
Tarbolton;55.51292,-4.48648
Tadley;51.35045,-1.1285
Sywell;52.29856,-0.79728
Swanmore;50.94404,-1.18021
Sturry;51.30132,1.12155
Stretham;52.34709,0.21852
Strathpeffer;57.58522,-4.54195
Stourport-on-Severn;52.33976,-2.28034
Stoke upon Tern;52.85,-2.53333
Stockton;52.27181,-1.36055
Stanford-le-Hope;51.52274,0.43422
Southwold;52.32721,1.68017
South Norwood;51.39944,-0.07469
South Luffenham;52.60857,-0.61232
South Hetton;54.79906,-1.40671
Silverton;50.81667,-3.48333
Sidmouth;50.69094,-3.2397
Siddington;53.23333,-2.23333
Shirland;53.12155,-1.40464
Shepshed;52.7657,-1.29021
Sheffield;53.38297,-1.4659
Sennen;50.07777,-5.70117
Sandbank;55.98203,-4.94973
Rottingdean;50.80984,-0.05939
Rode Heath;53.11387,-2.29186
Riseley;52.25213,-0.47928
Rhondda;51.65896,-3.44885
Rendlesham;52.12665,1.41536
Redwick;51.55278,-2.85
Rawmarsh;53.46062,-1.34437
Rackheath;52.66254,1.38032
Portsmouth;50.79899,-1.09125
Portree;57.41288,-6.19418
Port Bannatyne;55.8566,-5.06503
Ponteland;55.05024,-1.74532
Pirton;51.9712,-0.33394
Pegswood;55.1793,-1.64525
Otford;51.31283,0.19046
Omagh;54.6,-7.3
Norton;51.55944,-2.165
North Luffenham;52.62108,-0.61987
North Ferriby;53.72124,-0.5052
Northam;51.03333,-4.21667
Newport;53.76333,-0.69986
New Cumnock;55.39563,-4.18458
Nevern;52.02387,-4.80068
Milton Bryan;51.95,-0.58333
Mevagissey;50.27324,-4.79166
Marldon;50.45512,-3.59678
Mainstone;52.48333,-3.08333
Maghera;54.8439,-6.67145
Maesteg;51.60926,-3.65823
Low Etherley;54.65349,-1.74315
Louth;53.36664,-0.00438
Llanrug;53.14788,-4.19596
Llangybi;52.15,-4.05
Llandovery;51.99415,-3.79637
Little Barford;52.19898,-0.2729
Tourlaville;49.63829,-1.56639
Toulouges;42.67077,2.83235
Toulon;43.12442,5.92836
Thorigne;46.29149,-0.25122
Thiverny;49.2518,2.43609
Tence;45.11423,4.29097
Tenay;45.91884,5.50797
Tauxigny;47.21337,0.83479
Tarare;45.89614,4.433
Suresnes;48.87143,2.22929
Sully-sur-Loire;47.76372,2.37238
Stosswihr;48.05389,7.09964
Spycker;50.96915,2.32184
Soual;43.55622,2.11677
Senas;43.74375,5.078
Selles-sur-Cher;47.27904,1.55387
Seingbouse;49.11341,6.83186
Schirmeck;48.48313,7.22004
Savonnieres;47.34769,0.54961
Saubens;43.47779,1.35446
Sarcelles;48.99739,2.37821
Salon-de-Provence;43.64229,5.09478
Saint-Remy-les-Chevreuse;48.70708,2.07692
Saint-Remy-de-Provence;43.78848,4.83167
Saint-Priest-Taurion;45.88659,1.39989
Saint-Pierre-de-Varengeville;49.5024,0.93118
Saint-Pardoux-la-Riviere;45.4944,0.74588
Saint-Palais;43.32828,-1.03397
Saint-Pabu;48.56495,-4.60034
Saint-Nicolas-d'Aliermont;49.87857,1.22486
Saint-Michel-le-Cloucq;46.48482,-0.75344
Saint-Martin-le-Beau;47.35566,0.90953
Saint-Martin-d'Heres;45.1787,5.76281
Saint-Mars-du-Desert;47.3645,-1.4101
Saint-Gervais-en-Belin;47.87759,0.2177
Saint-Germain;48.25736,4.03264
Saint-Fargeau-Ponthierry;48.55713,2.5284
Saint-Etienne-de-Chigny;47.38333,0.53333
Saint-Etienne;45.43389,4.39
Sainte-Marie-de-Gosse;43.55,-0.23333
Saint-Eloy-de-Gy;47.15552,2.34267
Sainte-Agnes;43.80054,7.4615
Saint-Denis-les-Bourg;46.20217,5.18924
Saint-Cyr-sur-le-Rhone;45.51585,4.8525
Saint-Claude;46.38679,5.86473
Saint-Bonnet-le-Chateau;45.42402,4.06706
Saint-Aubin-sur-Mer;49.32787,-0.38696
Saint-Aubin-du-Cormier;48.25967,-1.39983
Saint-Amans-Valtoret;43.48171,2.49074
Sainghin-en-Weppes;50.56407,2.89804
Rousset;43.48307,5.61959
Rougiers;43.39233,5.85112
Rouge;47.78291,-1.44782
Rochetaillee-sur-Saone;45.85,4.85
Rive-de-Gier;45.52755,4.61589
Rilhac-Rancon;45.89813,1.3179
Richebourg;50.58333,2.73333
Revigny-sur-Ornain;48.83016,4.98558
Renaze;47.79299,-1.05709
Reiningue;47.75215,7.23327
Quingey;47.1025,5.88312
Quebriac;48.34504,-1.82735
Pulversheim;47.83753,7.30119
Preaux;49.49136,1.21583
Prades-le-Lez;43.6993,3.86504
Pornic;47.11581,-2.10331
Pontenx-les-Forges;44.24129,-1.12096
Pont-de-Salars;44.28134,2.72743
Pont-Aven;47.85536,-3.74799
Pomponne;48.8813,2.68232
Polignac;45.0709,3.86031
Poix-de-Picardie;49.78333,1.98333
Pleurtuit;48.57939,-2.05984
Pleumeur-Gautier;48.80234,-3.15737
Plessala;48.27642,-2.61876
Pitres;49.31667,1.23333
Pinon;49.48916,3.44703
Pfastatt;47.76915,7.30295
Pezilla-la-Riviere;42.69488,2.77018
Peyrilhac;45.95067,1.13403
Peyriac-de-Mer;43.08715,2.95725
Perros-Guirec;48.81411,-3.4437
Parigne-le-Polin;47.85041,0.10783
Outarville;48.21393,2.02198
Oursbelille;43.28688,0.03698
Ouistreham;49.27566,-0.2591
Ottrott;48.45642,7.42556
Oradour-sur-Glane;45.9333,1.03078
Oberhaslach;48.55039,7.33213
Novalaise;45.5948,5.77767
Nieul-sur-Mer;46.20378,-1.1678
Neuilly-Saint-Front;49.17012,3.26393
Nercillac;45.71536,-0.24615
Navarrenx;43.3217,-0.75968
Nanterre;48.89198,2.20675
Mussig;48.22993,7.51963
Murviel-les-Beziers;43.43333,3.13333
Mulsanne;47.91151,0.24826
Morsang-sur-Orge;48.66181,2.35338
Morestel;45.679,5.46479
Morcenx;44.03456,-0.91591
Mont-Saxonnex;46.0508,6.47429
Montrevel-en-Bresse;46.33527,5.12269
Montreuil;48.86415,2.44322
Montrabe;43.64477,1.52384
Montigny-le-Bretonneux;48.76636,2.03405
Montignac;45.06598,1.16081
Montgaillard;42.93539,1.63351
Monteux;44.03618,4.9963
Montauroux;43.61823,6.76528
Monbazillac;44.79386,0.49148
Moissy-Cramayel;48.62605,2.60125
Modane;45.20032,6.66871
Miserieux;45.97433,4.8134
Miniac-Morvan;48.51425,-1.89976
Mer;47.70555,1.50621
Les Martres-d'Artiere;45.83333,3.26667
Marseillan;43.35674,3.52804
Marcheprime;44.69242,-0.85479
Mantes-la-Ville;48.97374,1.70253
Manom;49.37092,6.18345
Maing;50.30791,3.48447
Loue;47.99545,-0.15372
Longchamp;47.25973,5.28694
Locquemeau;48.72409,-3.56374
Lisle-sur-Tarn;43.85347,1.80983
Limoges;45.83362,1.24759
Limas;45.97558,4.7055
L'Hay-les-Roses;48.77935,2.33729
Lezan;44.01272,4.05053
Lexy;49.49996,5.72985
Le Treport;50.05979,1.37583
Le Tallud;46.63068,-0.29759
Lestelle-Betharram;43.13035,-0.2095
Les Pavillons-sous-Bois;48.90683,2.50648
Les Olives;43.32393,5.4584
Le Soler;42.68185,2.79305
Les Noes-pres-Troyes;48.30358,4.04552
Les Houches;45.89267,6.80637
Les Hautes-Rivieres;49.88595,4.84186
Les Cheres;45.8896,4.74261
Le Porge;44.87307,-1.09251
Le Pallet;47.13842,-1.33609
Lens;50.43302,2.82791
Gond-Pontouvre;45.68333,0.16667
Ledignan;43.98857,4.10683
Le Coteau;46.01919,4.0923
Le Castellet;43.20291,5.77657
Lauterbourg;48.97515,8.17846
La Seyne-sur-Mer;43.10322,5.87816
La Salvetat-Peyrales;44.21984,2.20259
Lapoutroie;48.15398,7.16714
Lanveoc;48.28799,-4.46277
La Motte-d'Aveillans;44.96015,5.74409
La Millere;43.28128,5.49804
La Loupe;48.4732,1.01585
Laissac;44.38097,2.82271
La Gaude;43.72209,7.15296
La Frette-sur-Seine;48.98057,2.17866
La Foret-Fouesnant;47.90884,-3.97911
La Flamengrie;50.00175,3.92081
Flenu;50.43673,3.88573
Flawinne;50.45794,4.81047
Erezee;50.29292,5.55815
Dour;50.39583,3.77792
Diest;50.98923,5.05062
Deftinge;50.78656,3.83978
Corswarem;50.71097,5.2137
Colfontaine;50.4141,3.85569
Casteau;50.51233,4.01121
Burcht;51.20393,4.34286
Bredene;51.23489,2.97559
Bonnert;49.71131,5.81865
Boechout;51.15959,4.49195
Bocholt;51.17337,5.57994
Binkom;50.87163,4.88414
Begijnendijk;51.01942,4.78377
Beernem;51.13981,3.33896
Assenois;49.80244,5.46371
Assenede;51.22598,3.75085
Yako;12.9591,-2.26075
Pama;11.24972,0.7075
Koudougou;12.25263,-2.36272
Varshets;43.19356,23.2868
Tryavna;42.86667,25.5
Ravda;42.64185,27.67713
Parvomay;42.1,25.21667
Primorsko;42.26791,27.75611
Pleven;43.41667,24.61667
Medovene;43.76667,26.51667
Kirkovo;41.32715,25.36379
Karlovo;42.63333,24.8
Debelets;43.03333,25.61667
Burgas;42.50606,27.46781
Botevgrad;42.9,23.78333
Gitega;-3.42708,29.92463
Cankuzo;-3.2186,30.5528
Djougou;9.70853,1.66598
Banikoara;11.29845,2.43856
Abomey-Calavi;6.44852,2.35566
San Pedro;-16.23717,-68.85063
Riberalta;-11.00654,-66.06312
Huatajata;-16.2,-68.68333
Coroico;-16.19386,-67.72998
Vitoria de Santo Antao;-8.11806,-35.29139
Conde;-7.25972,-34.9075
Viana;-3.22028,-45.00361
Vargem Grande;-3.54306,-43.91583
Tucuma;-0.18333,-50.05
Teresina;-5.08917,-42.80194
Sao Miguel do Tapuio;-5.50361,-41.32333
Sao Miguel dos Campos;-9.78111,-36.09361
Sao Joao de Pirabas;-0.77472,-47.17722
Sao Felix do Xingu;-6.64472,-51.995
Santa Quiteria do Maranhao;-3.51556,-42.54667
Russas;-4.94028,-37.97583
Rio Largo;-9.47833,-35.85333
Jatoba;-9.18306,-38.26889
Pedra;-8.49694,-36.94083
Oeiras;-7.02528,-42.13111
Monte Alegre;-2.00082,-54.08102
Manaira;-7.70611,-38.15444
Jucas;-6.52528,-39.5275
Ipojuca;-8.39889,-35.06389
Autazes;-3.57972,-59.13056
Areia Branca;-4.95611,-37.13694
Angicos;-5.66556,-36.60111
Agua Preta;-8.7075,-35.53056
Visconde do Rio Branco;-21.01028,-42.84056
Videira;-27.00833,-51.15167
Tupa;-21.93472,-50.51361
Sao Luis de Montes Belos;-16.525,-50.37222
Sao Jeronimo;-29.95917,-51.72222
Santo Antonio do Sudoeste;-26.07361,-53.72528
Santo Antonio do Leverger;-15.86556,-56.07667
Santo Amaro da Imperatriz;-27.68806,-48.77861
Santa Maria;-29.68417,-53.80694
Sabinopolis;-18.66611,-43.08389
Quata;-22.2475,-50.69833
Poa;-23.52806,-46.34472
Pitanga;-24.75722,-51.76139
Pirapora;-17.345,-44.94194
Pinhao;-25.69556,-51.65972
Perdoes;-21.09083,-45.09139
Palmeiras de Goias;-16.805,-49.92583
Padre Paraiso;-17.07417,-41.48444
Ourinhos;-22.97889,-49.87056
Nova Soure;-11.23333,-38.48333
Nortelandia;-14.45472,-56.80278
Nhandeara;-20.6897,-50.0407
Neropolis;-16.40639,-49.21861
Monte Alto;-21.26111,-48.49639
Miguelopolis;-20.17944,-48.03194
Miguel Calmon;-11.42889,-40.595
Matias Barbosa;-21.86917,-43.31944
Mateus Leme;-19.98639,-44.42778
Leme;-22.18556,-47.39028
Jaragua;-15.75694,-49.33444
Jacutinga;-22.28556,-46.61222
Itinga;-16.61306,-41.76528
Itarare;-24.1125,-49.33167
Itabaiana;-10.685,-37.42528
Iguai;-14.75639,-40.08917
Ibaiti;-23.84861,-50.18778
Iacu;-12.76722,-40.21167
Garibaldi;-29.25611,-51.53361
Frederico Westphalen;-27.35917,-53.39444
Espinosa;-14.92611,-42.81917
Cruz das Almas;-12.67,-39.10194
Cristinapolis;-11.47556,-37.75528
Cotia;-23.60389,-46.91917
Coracao de Jesus;-16.68528,-44.365
Conceicao do Almeida;-12.77944,-39.17
Chopinzinho;-25.85583,-52.52333
Ceres;-15.30833,-49.59833
Catu;-12.35306,-38.37889
Carandai;-20.95361,-43.80639
Campo Formoso;-10.5075,-40.32139
Caete;-19.88,-43.66972
Borda da Mata;-22.27417,-46.16528
Bertioga;-23.85444,-46.13861
Bela Vista de Goias;-16.97278,-48.95333
Atibaia;-23.11694,-46.55028
Aruja;-23.39611,-46.32083
Arroio Grande;-32.2375,-53.08694
Arraias;-12.93139,-46.93833
Armacao;-27.74963,-48.50713
Andrelandia;-21.73972,-44.30917
Altania;-23.87444,-53.90167
Alpinopolis;-20.86361,-46.38806
Abadiania;-16.20417,-48.70694
Sena Madureira;-9.06341,-68.67245
Maraa;-1.82403,-65.35883
Codajas;-3.83667,-62.05694
Redencao;-8.02861,-50.03139
West End;26.68711,-78.97702
Magothla;-23.56667,27.0
Letlhakeng;-24.09442,25.02977
Gaborone;-24.65451,25.90859
Zhlobin;52.8926,30.024
Yalizava;53.3994,29.0048
Smaliavicy;54.0249,28.0894
Rasony;55.9058,28.8135
Rechytsa;52.3617,30.3916
Azyartso;53.8397,27.3917
Mazyr;52.0495,29.2456
Mosty;53.4122,24.5387
Lyozna;55.0247,30.797
Klimavichy;53.6079,31.9586
Khoyniki;51.8911,29.9552
Hantsavichy;52.758,26.43
Lyeskawka;54.0024,27.7108
Abbotsford;49.05798,-122.25257
Adstock;46.05007,-71.08235
Anmore;49.31637,-122.85263
Bouctouche;46.46844,-64.73905
